card1,card2,position,skill,decision,played_at
2s,9d,sb,advanced,fold,2023-11-30 05:13:24.492031
5s,9c,bb,advanced,fold,2023-11-30 05:13:26.62204
Kh,6c,sb,advanced,aggress,2023-11-30 05:13:37.987262
2s,4c,sb,advanced,fold,2023-11-30 05:13:40.410936
5s,8c,sb,advanced,fold,2023-11-30 05:13:46.72159
Ah,6h,bb,advanced,aggress,2023-11-30 05:13:48.61169
6s,Jh,bb,advanced,fold,2023-11-30 05:13:52.171836
2h,6s,sb,advanced,fold,2023-11-30 05:13:53.47215
7c,7h,bb,advanced,aggress,2023-11-30 05:13:54.691722
Ad,5c,bb,advanced,aggress,2023-11-30 06:22:02.018704
Kh,2h,sb,advanced,aggress,2023-11-30 06:22:11.2053
Ac,6s,bb,advanced,aggress,2023-11-30 06:22:13.789549
Ts,Jh,sb,advanced,aggress,2023-11-30 06:22:29.087134
9h,Td,sb,advanced,aggress,2023-11-30 06:22:42.372076
Ah,7s,sb,advanced,aggress,2023-11-30 06:23:00.5594
Td,5s,sb,advanced,fold,2023-11-30 06:23:12.299988
Ah,4s,sb,advanced,aggress,2023-11-30 06:23:21.331522
6d,Ks,sb,advanced,aggress,2023-11-30 06:23:25.939945
8s,8c,sb,advanced,aggress,2023-11-30 06:24:18.538883
9d,3c,sb,advanced,fold,2023-11-30 06:24:23.838852
5h,2h,sb,beginner,aggress,2023-11-30 06:27:40.40191
9h,5s,sb,beginner,fold,2023-11-30 06:28:00.355627
4s,2c,bb,beginner,fold,2023-11-30 06:28:19.703622
9c,8s,sb,beginner,fold,2023-11-30 06:28:26.07738
Ah,Th,bb,beginner,aggress,2023-11-30 06:28:32.071637
2c,7d,bb,beginner,fold,2023-11-30 06:28:48.680453
7s,7h,sb,beginner,aggress,2023-11-30 06:28:57.215135
2s,2c,sb,beginner,aggress,2023-11-30 06:29:03.412419
Ac,4s,sb,beginner,aggress,2023-11-30 06:29:12.82903
5s,Qh,sb,beginner,fold,2023-11-30 06:29:26.073789
6s,6d,bb,beginner,aggress,2023-11-30 06:29:45.24187
As,Ac,bb,beginner,aggress,2023-11-30 06:29:57.507006
As,Qh,bb,beginner,aggress,2023-11-30 06:30:32.823348
7s,4s,sb,beginner,fold,2023-11-30 06:30:42.783484
8c,9d,sb,beginner,fold,2023-11-30 06:30:59.158729
Kh,Td,bb,beginner,aggress,2023-11-30 06:31:02.469044
5h,7s,sb,beginner,fold,2023-11-30 06:31:37.452097
Ts,As,sb,beginner,aggress,2023-11-30 06:31:43.395579
9s,4d,sb,beginner,fold,2023-11-30 06:31:48.996402
2c,Qs,sb,beginner,fold,2023-11-30 06:31:55.000965
4c,Ts,bb,beginner,fold,2023-11-30 06:32:04.102352
6d,Th,sb,beginner,fold,2023-11-30 06:32:06.418445
2s,5s,bb,beginner,aggress,2023-11-30 06:32:22.704712
3d,Js,bb,beginner,fold,2023-11-30 06:32:36.247947
Qs,Js,bb,beginner,aggress,2023-11-30 06:32:40.501837
2s,8s,bb,advanced,fold,2023-11-30 09:10:06.681106
3s,8c,sb,advanced,fold,2023-11-30 09:10:20.783304
5s,7d,sb,advanced,fold,2023-11-30 09:10:40.930716
Ks,6s,sb,advanced,aggress,2023-11-30 09:10:44.239637
Kd,3d,bb,advanced,aggress,2023-11-30 09:10:46.629724
5d,5h,sb,advanced,aggress,2023-11-30 09:11:08.523546
Kd,4d,sb,advanced,aggress,2023-11-30 09:11:23.810814
5d,7c,bb,advanced,fold,2023-11-30 09:11:38.004097
9s,Th,sb,advanced,aggress,2023-11-30 09:11:39.194544
Th,Td,sb,advanced,aggress,2023-11-30 09:11:51.641242
6d,9h,bb,advanced,aggress,2023-11-30 09:12:02.412343
Js,6d,sb,advanced,aggress,2023-11-30 09:12:11.003379
6d,4d,bb,advanced,fold,2023-11-30 09:12:27.244977
Ks,5c,bb,advanced,aggress,2023-11-30 09:13:03.112947
6c,8s,bb,advanced,fold,2023-11-30 09:13:25.895276
3s,Jh,sb,advanced,aggress,2023-11-30 09:13:27.488292
2d,Ah,sb,advanced,aggress,2023-11-30 09:13:32.855153
8d,9d,bb,advanced,aggress,2023-11-30 09:13:34.810659
8h,Jh,sb,advanced,aggress,2023-11-30 09:13:43.73459
Jc,Qh,sb,advanced,aggress,2023-11-30 09:14:07.244366
4h,5h,sb,advanced,aggress,2023-11-30 09:14:12.36806
9d,Kd,sb,advanced,aggress,2023-11-30 09:14:15.38707
Jc,Qd,bb,advanced,aggress,2023-11-30 09:14:24.352719
2d,8h,sb,advanced,aggress,2023-11-30 09:14:43.918098
Qc,Kc,sb,advanced,aggress,2023-11-30 09:14:56.965022
3s,Ah,bb,advanced,aggress,2023-11-30 09:14:58.447309
Kh,8s,sb,advanced,aggress,2023-11-30 09:15:07.489207
Qs,Jh,bb,advanced,aggress,2023-11-30 05:10:08.59085
Qs,Jh,bb,advanced,aggress,2023-11-30 05:10:08.606238
Ad,5h,sb,advanced,aggress,2023-11-30 05:10:10.21461
6h,Ah,sb,advanced,aggress,2023-11-30 05:10:16.942424
Td,Qc,sb,advanced,aggress,2023-11-30 05:10:19.579224
Jh,5d,sb,advanced,aggress,2023-11-30 05:10:29.221403
4c,Qh,bb,advanced,fold,2023-11-30 05:10:34.687567
6s,8c,bb,advanced,fold,2023-11-30 05:10:35.627559
2s,8s,sb,advanced,fold,2023-11-30 05:10:36.199449
7s,2s,bb,advanced,fold,2023-11-30 05:10:37.750141
8h,5s,sb,advanced,fold,2023-11-30 05:10:38.670681
2s,Ac,sb,advanced,aggress,2023-11-30 05:10:50.816807
Td,8c,sb,advanced,fold,2023-11-30 05:10:54.585498
Tc,Ts,sb,advanced,aggress,2023-11-30 05:11:03.285759
9s,Jd,bb,advanced,aggress,2023-11-30 05:11:03.634417
5s,As,bb,advanced,aggress,2023-11-30 05:11:10.306968
9h,2d,sb,advanced,fold,2023-11-30 05:11:10.331931
6c,Qh,sb,advanced,fold,2023-11-30 05:11:13.742893
6d,3h,sb,advanced,fold,2023-11-30 05:11:16.308737
7c,Jh,sb,advanced,aggress,2023-11-30 05:11:18.704529
Qd,3d,bb,advanced,aggress,2023-11-30 05:11:21.206437
Qd,2c,bb,advanced,fold,2023-11-30 05:11:24.312835
Jh,2s,sb,advanced,aggress,2023-11-30 05:11:29.726708
8s,Qs,sb,advanced,aggress,2023-11-30 05:11:34.918007
Kh,Qh,sb,advanced,aggress,2023-11-30 05:11:41.60619
Td,5h,sb,advanced,fold,2023-11-30 05:11:43.278781
7s,8d,sb,advanced,aggress,2023-11-30 05:11:48.378177
Ts,6c,bb,advanced,fold,2023-11-30 05:11:50.841851
Js,5d,bb,advanced,fold,2023-11-30 05:11:50.981825
4s,6d,sb,advanced,fold,2023-11-30 05:11:53.606569
3s,Ac,bb,advanced,aggress,2023-11-30 05:11:56.391871
Kh,Js,bb,advanced,aggress,2023-11-30 05:12:13.747734
Ah,2c,sb,advanced,aggress,2023-11-30 05:12:18.081728
Ah,9h,bb,advanced,aggress,2023-11-30 05:12:20.361738
5h,As,bb,advanced,fold,2023-11-30 05:12:32.095417
Qc,3c,bb,advanced,fold,2023-11-30 05:12:32.351445
Ac,8s,sb,advanced,aggress,2023-11-30 05:12:33.82829
4c,4s,sb,advanced,aggress,2023-11-30 05:12:39.561863
5s,Tc,sb,advanced,fold,2023-11-30 05:12:40.266573
Qc,Th,bb,advanced,aggress,2023-11-30 05:12:41.779628
7s,5c,bb,advanced,fold,2023-11-30 05:12:49.293244
3s,Th,bb,advanced,fold,2023-11-30 05:12:49.426421
4h,3c,sb,advanced,fold,2023-11-30 05:12:51.89123
Jc,9d,sb,advanced,aggress,2023-11-30 05:12:52.991656
6h,5c,bb,advanced,fold,2023-11-30 05:12:54.133123
Jc,4h,sb,advanced,aggress,2023-11-30 05:12:56.505393
Ts,Kd,sb,advanced,aggress,2023-11-30 05:12:57.942976
Jd,9d,bb,advanced,aggress,2023-11-30 05:13:01.892084
Tc,2h,sb,advanced,fold,2023-11-30 05:13:12.251232
7h,7s,sb,advanced,aggress,2023-11-30 05:13:13.343483
Qd,7h,sb,advanced,aggress,2023-11-30 05:13:18.461835
2c,5d,bb,advanced,fold,2023-11-30 05:13:20.020365
7c,9s,sb,advanced,aggress,2023-11-30 05:13:21.734593
4c,Jc,sb,advanced,aggress,2023-11-30 05:13:26.739595
2c,8c,sb,advanced,fold,2023-11-30 05:13:28.39214
Qh,2h,sb,advanced,aggress,2023-11-30 05:13:34.641751
4d,7s,bb,advanced,fold,2023-11-30 05:13:36.723256
9s,Js,sb,advanced,aggress,2023-11-30 05:13:43.025665
8s,Ts,sb,advanced,aggress,2023-11-30 05:14:01.847026
7c,6c,sb,advanced,aggress,2023-11-30 05:14:03.431267
9d,Ks,bb,advanced,aggress,2023-11-30 05:14:04.60187
Jc,Td,sb,advanced,aggress,2023-11-30 05:14:08.828553
9s,4d,sb,advanced,fold,2023-11-30 05:14:14.502198
2s,4s,bb,advanced,fold,2023-11-30 05:14:16.61172
Qc,6c,bb,advanced,aggress,2023-11-30 05:14:18.307886
Js,Qh,sb,advanced,aggress,2023-11-30 05:14:18.562003
4d,Qc,sb,intermediate,fold,2023-11-30 05:14:20.113171
2c,Tc,bb,advanced,aggress,2023-11-30 05:14:21.132007
6h,8h,bb,intermediate,aggress,2023-11-30 05:14:22.259622
6c,6h,sb,advanced,aggress,2023-11-30 05:14:26.870697
5h,Js,sb,advanced,fold,2023-11-30 05:14:30.531976
8h,6h,bb,advanced,aggress,2023-11-30 05:14:35.238408
Jh,5h,sb,advanced,aggress,2023-11-30 05:14:36.53222
Jc,9s,sb,advanced,aggress,2023-11-30 05:14:42.291775
8d,Th,sb,advanced,aggress,2023-11-30 05:14:44.239091
Qs,2c,bb,advanced,fold,2023-11-30 05:14:46.178508
4d,Th,sb,intermediate,fold,2023-11-30 05:14:47.539133
3h,5c,sb,advanced,fold,2023-11-30 05:14:47.667787
Ah,Qs,sb,advanced,aggress,2023-11-30 05:14:47.811906
Ah,Th,bb,advanced,aggress,2023-11-30 05:14:49.618611
Qc,Kc,sb,advanced,aggress,2023-11-30 05:14:53.592216
Jc,Ts,sb,advanced,aggress,2023-11-30 05:14:57.999765
5h,3h,bb,advanced,fold,2023-11-30 05:14:59.771257
7d,Js,sb,advanced,fold,2023-11-30 05:15:01.427557
6c,Jd,sb,intermediate,fold,2023-11-30 05:15:02.363064
2s,As,sb,advanced,aggress,2023-11-30 05:15:02.812822
8h,Ah,bb,advanced,aggress,2023-11-30 05:15:02.907118
4c,4s,bb,advanced,aggress,2023-11-30 05:15:02.971764
7c,5h,sb,intermediate,fold,2023-11-30 05:15:08.430194
Kd,2c,bb,intermediate,fold,2023-11-30 05:15:10.661942
3s,3c,sb,advanced,aggress,2023-11-30 05:15:11.831575
2h,6s,sb,intermediate,fold,2023-11-30 05:15:13.276228
Ts,6c,sb,advanced,fold,2023-11-30 05:15:15.149939
Qc,Qs,bb,intermediate,aggress,2023-11-30 05:15:16.617952
7c,5c,sb,advanced,aggress,2023-11-30 05:15:22.011668
Kh,5h,sb,advanced,aggress,2023-11-30 05:15:26.039886
Ad,7h,sb,intermediate,aggress,2023-11-30 05:15:26.357503
9c,9d,bb,advanced,aggress,2023-11-30 05:15:27.649814
5h,Kh,bb,intermediate,fold,2023-11-30 05:15:28.585693
Qc,Qh,sb,advanced,aggress,2023-11-30 05:15:30.949513
7d,Jd,bb,advanced,aggress,2023-11-30 05:15:31.481735
Qc,4c,sb,intermediate,fold,2023-11-30 05:15:32.233565
9d,Kd,bb,intermediate,aggress,2023-11-30 05:15:35.921247
9s,7c,sb,advanced,aggress,2023-11-30 05:15:36.686576
Jc,Ks,sb,advanced,aggress,2023-11-30 05:15:38.463349
4d,Qd,bb,advanced,fold,2023-11-30 05:15:38.971911
Jh,Th,sb,advanced,aggress,2023-11-30 05:15:40.182651
8c,7d,sb,advanced,fold,2023-11-30 05:15:40.839717
Qs,6h,bb,advanced,fold,2023-11-30 05:15:42.294854
Kh,6s,sb,advanced,aggress,2023-11-30 05:15:43.821872
3s,3h,bb,advanced,aggress,2023-11-30 05:15:44.992431
6h,Kc,sb,advanced,fold,2023-11-30 05:15:46.951496
Js,Ad,sb,intermediate,aggress,2023-11-30 05:15:47.31421
2h,Th,sb,advanced,aggress,2023-11-30 05:15:49.157067
Qc,Kd,bb,intermediate,aggress,2023-11-30 05:15:49.17796
Jc,9s,bb,advanced,aggress,2023-11-30 05:15:49.322703
Js,3s,bb,advanced,aggress,2023-11-30 05:15:50.780201
2s,5d,sb,advanced,fold,2023-11-30 05:15:54.481309
5h,3d,bb,advanced,fold,2023-11-30 05:15:56.355809
4s,2h,sb,advanced,fold,2023-11-30 05:15:57.766966
6d,9h,sb,advanced,fold,2023-11-30 05:15:59.39258
3s,Kh,sb,advanced,aggress,2023-11-30 05:15:59.642254
2s,8h,sb,intermediate,fold,2023-11-30 05:16:01.185732
4h,2h,bb,advanced,fold,2023-11-30 05:16:01.793807
2c,Jh,sb,advanced,aggress,2023-11-30 05:16:03.845542
7c,8s,sb,advanced,fold,2023-11-30 05:16:05.532097
6c,Kh,sb,intermediate,fold,2023-11-30 05:16:06.577945
9s,Kc,sb,advanced,fold,2023-11-30 05:16:07.571534
4c,Ah,sb,advanced,aggress,2023-11-30 05:16:09.094395
2h,2c,bb,advanced,aggress,2023-11-30 05:16:10.695916
4h,Ks,sb,advanced,fold,2023-11-30 05:16:12.954544
Ks,Tc,bb,advanced,aggress,2023-11-30 05:16:14.121522
Ks,Tc,bb,intermediate,aggress,2023-11-30 05:16:14.518934
Ts,As,sb,advanced,aggress,2023-11-30 05:16:18.214355
Ks,8h,sb,advanced,aggress,2023-11-30 05:16:19.654051
5s,Th,sb,advanced,fold,2023-11-30 05:16:23.421411
9h,3c,sb,intermediate,fold,2023-11-30 05:16:23.849981
As,5h,bb,advanced,aggress,2023-11-30 05:16:25.601863
4h,5c,bb,intermediate,fold,2023-11-30 05:16:25.67685
Kh,3s,bb,advanced,fold,2023-11-30 05:16:26.658482
4s,2h,sb,advanced,fold,2023-11-30 05:16:30.567515
5d,8s,bb,advanced,fold,2023-11-30 05:16:32.038108
8s,Kd,sb,advanced,fold,2023-11-30 05:16:33.370867
Th,3c,sb,advanced,fold,2023-11-30 05:16:34.891737
9h,6h,bb,advanced,aggress,2023-11-30 05:16:37.121968
8d,2d,bb,advanced,fold,2023-11-30 05:16:37.233827
8h,Kh,sb,advanced,aggress,2023-11-30 05:16:43.296887
9c,5d,sb,advanced,fold,2023-11-30 05:16:49.499318
4h,4d,sb,advanced,aggress,2023-11-30 05:16:49.61413
As,9h,bb,advanced,aggress,2023-11-30 05:16:56.26372
Ah,3d,sb,advanced,aggress,2023-11-30 05:17:05.012053
7d,4d,bb,advanced,fold,2023-11-30 05:17:06.741792
6d,Kh,bb,advanced,fold,2023-11-30 05:17:09.549321
5h,Tc,bb,advanced,fold,2023-11-30 05:17:12.688518
3c,5c,sb,advanced,fold,2023-11-30 05:17:15.106819
Ks,6c,sb,advanced,aggress,2023-11-30 05:17:24.329303
7s,Ks,sb,advanced,aggress,2023-11-30 05:17:26.518493
9h,2s,bb,advanced,fold,2023-11-30 05:17:29.815005
Ac,6s,sb,advanced,aggress,2023-11-30 05:17:31.791013
6c,Tc,sb,advanced,aggress,2023-11-30 05:17:37.007284
7h,Th,sb,advanced,aggress,2023-11-30 05:17:40.099111
2c,Qd,bb,advanced,fold,2023-11-30 05:17:41.598296
9d,Qh,bb,advanced,aggress,2023-11-30 05:17:55.959388
8s,Qd,sb,advanced,aggress,2023-11-30 05:18:05.190461
8d,6h,sb,advanced,aggress,2023-11-30 05:18:17.351869
3h,6c,sb,advanced,fold,2023-11-30 05:18:30.078918
2c,Td,bb,advanced,fold,2023-11-30 05:18:43.510471
Kh,Ks,bb,advanced,aggress,2023-11-30 05:18:46.250291
7s,Ks,sb,advanced,aggress,2023-11-30 05:18:54.798151
2s,4s,bb,advanced,fold,2023-11-30 05:19:14.334399
Kh,As,sb,advanced,aggress,2023-11-30 05:19:15.598894
Jc,Qs,bb,advanced,aggress,2023-11-30 05:19:30.027024
Qd,9d,sb,advanced,aggress,2023-11-30 05:19:38.454297
3c,5d,sb,advanced,fold,2023-11-30 05:19:43.784102
8s,4s,sb,advanced,aggress,2023-11-30 05:19:49.923981
5h,Qs,bb,advanced,fold,2023-11-30 05:20:21.580728
9s,8c,sb,advanced,aggress,2023-11-30 05:20:23.011936
9h,9s,sb,advanced,aggress,2023-11-30 05:20:34.208368
6c,Td,bb,advanced,fold,2023-11-30 05:20:36.98612
7c,Jh,bb,advanced,aggress,2023-11-30 05:20:41.445534
Qh,4s,sb,advanced,aggress,2023-11-30 05:20:50.198679
8h,9c,sb,advanced,aggress,2023-11-30 05:21:05.571195
5c,Kd,bb,advanced,aggress,2023-11-30 05:21:26.231418
Ks,8h,sb,advanced,aggress,2023-11-30 05:21:34.861693
Ad,6s,sb,advanced,aggress,2023-11-30 05:21:40.05588
Qs,7d,sb,advanced,aggress,2023-11-30 05:21:58.203206
7s,8c,sb,beginner,fold,2023-11-30 06:28:13.825825
2c,Qd,bb,beginner,fold,2023-11-30 06:28:15.942767
6c,Kd,sb,beginner,fold,2023-11-30 06:28:17.953863
4s,Qs,sb,beginner,aggress,2023-11-30 06:28:42.12287
8h,Th,sb,beginner,fold,2023-11-30 06:28:51.166238
Ad,7s,bb,beginner,aggress,2023-11-30 06:29:15.947211
9s,2d,bb,beginner,fold,2023-11-30 06:29:27.630656
As,4h,sb,beginner,aggress,2023-11-30 06:29:29.488045
Ah,5c,sb,beginner,aggress,2023-11-30 06:29:55.00887
4c,4h,sb,beginner,aggress,2023-11-30 06:30:07.048093
3s,Jd,bb,beginner,fold,2023-11-30 06:30:16.620051
Qh,5s,sb,beginner,fold,2023-11-30 06:30:20.609334
7d,2s,bb,beginner,fold,2023-11-30 06:30:22.291602
As,3s,sb,beginner,aggress,2023-11-30 06:30:24.676241
Th,5d,sb,beginner,fold,2023-11-30 06:30:30.516327
Td,Jh,bb,beginner,fold,2023-11-30 06:30:57.36293
7s,Js,sb,beginner,aggress,2023-11-30 06:31:31.648927
Qd,Js,sb,beginner,aggress,2023-11-30 06:32:00.708979
5h,7d,sb,beginner,fold,2023-11-30 06:32:12.154479
3h,3c,sb,beginner,aggress,2023-11-30 06:32:18.297347
Kc,6s,sb,beginner,fold,2023-11-30 06:32:32.551582
5h,9s,sb,beginner,fold,2023-11-30 06:32:38.488693
Qs,5d,bb,advanced,aggress,2023-11-30 09:15:14.462328
8h,As,sb,advanced,aggress,2023-11-30 09:15:23.207274
Kh,6d,bb,advanced,aggress,2023-11-30 09:15:24.87559
2s,Tc,sb,advanced,aggress,2023-11-30 09:15:33.075366
Jd,Qs,sb,advanced,aggress,2023-11-30 09:15:36.528289
2c,Ts,sb,advanced,aggress,2023-11-30 09:15:47.121038
2h,Js,sb,advanced,aggress,2023-11-30 09:15:59.655141
3h,9s,bb,advanced,fold,2023-11-30 09:16:08.402391
4h,2c,sb,advanced,fold,2023-11-30 09:16:10.170592
Kd,Kh,sb,advanced,aggress,2023-11-30 09:16:38.171125
2s,4d,sb,advanced,fold,2023-11-30 09:16:57.276598
Ks,6h,sb,advanced,aggress,2023-11-30 09:17:02.454144
Jh,8h,bb,advanced,aggress,2023-11-30 09:17:04.155199
6s,Ad,sb,advanced,aggress,2023-11-30 09:17:12.861987
4c,Kd,bb,advanced,aggress,2023-11-30 09:17:22.785031
7h,Kd,sb,advanced,aggress,2023-11-30 09:17:31.190515
Kc,Qc,bb,advanced,aggress,2023-11-30 09:17:42.946586
6s,8c,sb,advanced,aggress,2023-11-30 09:17:51.673362
5c,Tc,sb,advanced,aggress,2023-11-30 09:18:04.694786
Kc,9d,bb,advanced,aggress,2023-11-30 09:18:06.85
Tc,8h,sb,advanced,aggress,2023-11-30 09:18:16.295208
2d,As,bb,advanced,aggress,2023-11-30 09:18:28.890159
Ks,Ts,sb,advanced,aggress,2023-11-30 09:18:37.971642
4c,6s,sb,advanced,fold,2023-11-30 09:18:48.971093
4d,9d,bb,advanced,aggress,2023-11-30 09:18:50.83902
6h,Kc,bb,advanced,aggress,2023-11-30 09:19:01.855432
4d,Jc,sb,advanced,aggress,2023-11-30 09:19:11.920541
Tc,9h,bb,advanced,aggress,2023-11-30 09:19:20.356112
5c,2h,bb,advanced,fold,2023-11-30 09:19:36.17897
3c,Ts,bb,advanced,fold,2023-11-30 09:19:47.772102
4s,9s,sb,advanced,fold,2023-11-30 09:19:49.407065
Qd,Td,sb,advanced,aggress,2023-11-30 09:20:04.278374
Ac,Th,sb,advanced,aggress,2023-11-30 09:20:16.722796
7s,6d,bb,advanced,fold,2023-11-30 09:20:30.91788
5s,4h,bb,advanced,fold,2023-11-30 09:20:38.938727
5c,Th,sb,advanced,aggress,2023-11-30 09:20:55.458383
4h,Qh,sb,advanced,aggress,2023-11-30 09:21:05.854489
As,6h,bb,advanced,aggress,2023-11-30 09:21:26.143552
4c,2c,sb,advanced,fold,2023-11-30 09:21:36.222854
3d,Kc,bb,advanced,fold,2023-11-30 09:21:48.787041
5d,Js,bb,advanced,fold,2023-11-30 09:22:00.292012
Td,Kd,sb,advanced,aggress,2023-11-30 09:22:01.628963
2d,Jc,sb,advanced,fold,2023-11-30 05:16:11.801357
6c,8c,sb,advanced,aggress,2023-11-30 05:16:24.719512
Ac,2d,sb,advanced,aggress,2023-11-30 05:16:27.98616
4h,2c,bb,advanced,fold,2023-11-30 05:16:34.712617
3c,4h,sb,advanced,fold,2023-11-30 05:16:35.934165
Ac,3h,sb,advanced,aggress,2023-11-30 05:16:38.670002
Ts,9d,bb,advanced,aggress,2023-11-30 05:16:40.999908
5s,7s,bb,advanced,fold,2023-11-30 05:16:46.488767
Kh,6c,sb,advanced,fold,2023-11-30 05:16:54.554648
Qs,8d,sb,advanced,aggress,2023-11-30 05:17:02.019275
Ah,8c,sb,advanced,aggress,2023-11-30 05:17:08.058134
3h,5h,sb,advanced,fold,2023-11-30 05:17:11.184285
Jc,9s,sb,advanced,aggress,2023-11-30 05:17:14.179384
8d,As,sb,advanced,aggress,2023-11-30 05:17:20.184737
2d,7d,bb,advanced,fold,2023-11-30 05:17:21.830661
6d,7s,bb,advanced,fold,2023-11-30 05:17:38.810341
4s,Qd,sb,advanced,aggress,2023-11-30 05:17:43.116303
Tc,9d,sb,advanced,aggress,2023-11-30 05:17:48.522277
Ac,7d,sb,advanced,aggress,2023-11-30 05:17:53.487113
4c,8c,sb,advanced,aggress,2023-11-30 05:18:35.10218
Kc,Qs,sb,advanced,aggress,2023-11-30 05:18:44.603162
9s,8c,bb,advanced,aggress,2023-11-30 05:18:56.486888
2c,7h,sb,advanced,aggress,2023-11-30 05:19:05.422065
7h,Jc,sb,advanced,aggress,2023-11-30 05:19:27.926862
Qs,7c,bb,advanced,fold,2023-11-30 05:19:45.478857
Jc,4s,sb,advanced,aggress,2023-11-30 05:19:46.974037
7d,4s,bb,advanced,fold,2023-11-30 05:19:48.587304
9d,Qs,sb,advanced,aggress,2023-11-30 05:20:02.194518
Ts,Qs,bb,advanced,aggress,2023-11-30 05:20:10.854381
5c,9d,sb,advanced,aggress,2023-11-30 05:20:19.913707
4s,Kh,bb,advanced,fold,2023-11-30 05:20:24.557602
7d,Th,sb,advanced,aggress,2023-11-30 05:20:25.884077
6h,Ks,sb,advanced,aggress,2023-11-30 05:20:31.026545
9s,3c,bb,advanced,fold,2023-11-30 05:20:32.770988
Ac,Ks,sb,advanced,aggress,2023-11-30 05:20:38.186103
As,Th,sb,advanced,aggress,2023-11-30 05:20:55.222813
8d,5h,bb,advanced,fold,2023-11-30 05:21:04.367883
Qc,4c,bb,advanced,aggress,2023-11-30 05:21:07.461884
Td,6s,sb,advanced,aggress,2023-11-30 05:21:16.871848
Kc,4c,bb,advanced,aggress,2023-11-30 05:21:49.339706
2d,7c,sb,advanced,fold,2023-11-30 05:22:10.971679
Tc,9h,sb,advanced,aggress,2023-11-30 05:22:15.954279
4d,3d,bb,advanced,fold,2023-11-30 05:22:18.570863
2c,Tc,sb,advanced,aggress,2023-11-30 05:22:20.612163
2s,Kh,sb,advanced,aggress,2023-11-30 05:22:25.675426
5h,Ad,bb,advanced,aggress,2023-11-30 05:22:34.5771
Td,Ts,sb,advanced,aggress,2023-11-30 05:22:43.15411
6d,7s,sb,advanced,aggress,2023-11-30 05:22:55.362435
9s,8s,bb,advanced,aggress,2023-11-30 05:22:57.334998
Kd,5c,sb,advanced,aggress,2023-11-30 05:23:06.098122
Jh,4s,sb,advanced,aggress,2023-11-30 05:23:11.466396
6d,Kc,bb,advanced,aggress,2023-11-30 05:23:22.102895
Jh,Js,sb,advanced,aggress,2023-11-30 05:23:30.771196
Qc,3d,bb,advanced,fold,2023-11-30 05:23:32.899466
2s,Th,sb,advanced,aggress,2023-11-30 05:23:34.93298
9s,Tc,bb,advanced,aggress,2023-11-30 05:23:45.885159
9d,8h,sb,advanced,aggress,2023-11-30 05:23:54.681295
7s,9d,sb,advanced,aggress,2023-11-30 05:24:00.280443
9c,Qs,sb,advanced,aggress,2023-11-30 05:24:12.519052
6c,3h,bb,advanced,fold,2023-11-30 05:24:21.350632
Jh,5h,sb,advanced,aggress,2023-11-30 05:24:22.591056
Qd,7s,bb,advanced,aggress,2023-11-30 05:24:25.376203
9d,Jc,sb,advanced,aggress,2023-11-30 05:24:34.161751
7d,Ad,bb,advanced,aggress,2023-11-30 05:24:35.619393
8s,Js,sb,advanced,aggress,2023-11-30 05:24:44.842086
7s,Js,bb,advanced,aggress,2023-11-30 05:24:54.863482
9c,Ks,sb,advanced,aggress,2023-11-30 05:25:03.191238
8d,Tc,bb,advanced,fold,2023-11-30 05:25:05.216586
5d,Ac,sb,advanced,aggress,2023-11-30 05:25:06.659269
2d,Qd,bb,advanced,aggress,2023-11-30 05:25:16.203866
Ac,Ts,sb,advanced,aggress,2023-11-30 05:25:25.392272
Kc,Qd,sb,advanced,aggress,2023-11-30 05:25:30.603175
Jd,6c,sb,advanced,aggress,2023-11-30 05:25:35.622375
6d,Qd,bb,advanced,aggress,2023-11-30 05:25:38.55417
2s,Tc,sb,advanced,fold,2023-11-30 05:25:49.288175
Td,Th,sb,advanced,aggress,2023-11-30 05:25:54.296972
6d,6h,bb,advanced,aggress,2023-11-30 05:25:56.284165
6d,4s,sb,advanced,fold,2023-11-30 05:26:05.415172
5h,6d,bb,advanced,fold,2023-11-30 05:26:08.14292
Kd,3c,sb,advanced,aggress,2023-11-30 05:26:09.657202
Jc,Ad,bb,advanced,aggress,2023-11-30 05:26:11.001831
Qs,6c,sb,advanced,aggress,2023-11-30 05:26:20.476504
8d,6c,bb,advanced,aggress,2023-11-30 05:26:29.335708
5s,Ks,sb,advanced,aggress,2023-11-30 05:26:37.78647
7s,8d,bb,advanced,fold,2023-11-30 05:26:47.386868
As,Ts,sb,advanced,aggress,2023-11-30 05:26:48.707134
2c,6s,bb,advanced,fold,2023-11-30 05:26:59.652163
9h,Kc,sb,advanced,aggress,2023-11-30 05:27:00.803235
6d,Ah,bb,advanced,aggress,2023-11-30 05:27:02.203093
Qd,Jd,sb,advanced,aggress,2023-11-30 05:27:10.730618
7c,9s,bb,advanced,fold,2023-11-30 05:27:13.001778
6c,3h,sb,advanced,fold,2023-11-30 05:27:14.523005
Jd,Jc,bb,advanced,aggress,2023-11-30 05:27:15.795229
5d,3d,sb,advanced,aggress,2023-11-30 05:27:24.573584
Qh,7d,bb,advanced,aggress,2023-11-30 05:27:27.111571
9s,2c,sb,advanced,aggress,2023-11-30 05:27:35.965987
5d,Qc,bb,advanced,fold,2023-11-30 05:27:37.755063
6c,7s,sb,advanced,aggress,2023-11-30 05:27:39.07623
