card1,card2,position,skill,decision,played_at
5s,As,bb,intermediate,aggress,2023-11-30 04:32:30.408425
9s,Qd,bb,advanced,aggress,2023-11-30 04:32:31.376217
Qs,5s,sb,advanced,aggress,2023-11-30 04:32:40.609602
7h,Ac,sb,advanced,aggress,2023-11-30 04:32:46.016798
3d,Ts,bb,advanced,fold,2023-11-30 04:32:47.936681
2s,Kh,sb,intermediate,aggress,2023-11-30 04:32:59.518293
7c,6c,sb,advanced,aggress,2023-11-30 04:32:59.785502
Ac,6c,sb,intermediate,aggress,2023-11-30 04:33:04.83752
4s,Js,sb,advanced,aggress,2023-11-30 04:33:06.086872
2d,3h,bb,intermediate,fold,2023-11-30 04:33:06.669607
4d,9s,sb,intermediate,fold,2023-11-30 04:33:08.21538
4d,3c,bb,intermediate,fold,2023-11-30 04:33:22.591412
4d,Qd,sb,intermediate,aggress,2023-11-30 04:33:24.346106
Tc,6d,sb,intermediate,fold,2023-11-30 04:33:30.40799
3h,Tc,bb,intermediate,fold,2023-11-30 04:33:32.026684
Th,7h,sb,advanced,aggress,2023-11-30 04:33:32.179598
4s,2d,sb,intermediate,fold,2023-11-30 04:33:33.611866
4s,8h,bb,intermediate,fold,2023-11-30 04:33:35.275576
Js,7h,bb,intermediate,aggress,2023-11-30 04:33:42.127044
3s,7h,sb,intermediate,fold,2023-11-30 04:34:04.601152
As,9h,sb,intermediate,aggress,2023-11-30 04:34:34.083373
Th,Kc,sb,intermediate,aggress,2023-11-30 04:34:54.10979
9c,6h,sb,intermediate,fold,2023-11-30 04:35:00.426082
3c,4c,bb,intermediate,fold,2023-11-30 04:35:02.403311
7c,6c,sb,intermediate,aggress,2023-11-30 04:35:04.132485
4h,Qh,sb,intermediate,aggress,2023-11-30 04:35:09.772908
6s,5d,bb,intermediate,fold,2023-11-30 04:35:12.533139
8c,9h,sb,intermediate,fold,2023-11-30 04:35:27.921338
9h,4s,sb,intermediate,fold,2023-11-30 04:35:34.198677
8c,Qc,sb,intermediate,aggress,2023-11-30 04:35:38.948974
3d,8h,sb,beginner,aggress,2023-11-30 04:35:46.326851
6h,2c,sb,intermediate,fold,2023-11-30 04:36:00.510882
2h,Tc,bb,intermediate,fold,2023-11-30 04:36:02.68553
Kc,Qd,sb,intermediate,aggress,2023-11-30 04:36:04.274664
Qs,7d,sb,intermediate,aggress,2023-11-30 04:36:08.410633
8s,5s,sb,intermediate,fold,2023-11-30 04:36:22.121744
5c,8c,bb,beginner,aggress,2023-11-30 04:36:24.079873
Kh,Td,sb,intermediate,aggress,2023-11-30 04:36:26.358281
Qc,8c,sb,intermediate,aggress,2023-11-30 04:36:33.616725
4h,Qs,bb,intermediate,aggress,2023-11-30 04:36:49.380326
2c,8d,sb,intermediate,fold,2023-11-30 04:36:59.282292
3s,6h,bb,intermediate,fold,2023-11-30 04:37:00.801519
9c,7h,sb,intermediate,fold,2023-11-30 04:37:02.244811
Kc,7h,bb,intermediate,aggress,2023-11-30 04:37:03.953688
Ah,4c,sb,intermediate,aggress,2023-11-30 04:37:13.162552
Ac,9s,bb,intermediate,aggress,2023-11-30 04:37:14.962286
Ks,2c,sb,intermediate,aggress,2023-11-30 04:37:25.966765
Td,6c,sb,intermediate,fold,2023-11-30 04:37:39.739285
Qs,Jd,bb,intermediate,aggress,2023-11-30 04:37:41.698172
Jh,3c,sb,intermediate,aggress,2023-11-30 04:37:51.406139
4s,Qd,sb,intermediate,aggress,2023-11-30 04:38:04.990923
2h,6d,bb,intermediate,fold,2023-11-30 04:38:14.882709
4s,Kc,sb,intermediate,aggress,2023-11-30 04:38:16.860173
Qs,8d,sb,intermediate,aggress,2023-11-30 04:38:22.991912
2s,Td,bb,intermediate,fold,2023-11-30 04:38:25.738402
9d,7d,sb,intermediate,aggress,2023-11-30 04:38:27.555941
8s,6s,bb,intermediate,fold,2023-11-30 04:38:37.109706
As,8h,sb,intermediate,aggress,2023-11-30 04:38:39.04469
2c,Ts,sb,intermediate,fold,2023-11-30 04:38:50.287447
3s,Ah,sb,intermediate,aggress,2023-11-30 04:39:01.672244
Qh,Ac,sb,intermediate,aggress,2023-11-30 04:39:08.086172
Jh,9h,sb,intermediate,aggress,2023-11-30 04:39:37.119939
2s,8c,sb,intermediate,fold,2023-11-30 04:39:43.400347
Td,9d,bb,intermediate,aggress,2023-11-30 04:39:45.963433
Td,Ad,sb,intermediate,aggress,2023-11-30 04:39:55.459468
Js,2s,sb,intermediate,aggress,2023-11-30 04:40:10.405195
Ts,3h,bb,intermediate,fold,2023-11-30 04:40:45.433564
Jd,4c,bb,intermediate,aggress,2023-11-30 04:41:10.518937
5s,3d,sb,intermediate,fold,2023-11-30 04:41:19.837823
Ac,8h,bb,intermediate,aggress,2023-11-30 04:41:33.237036
Ks,6c,bb,intermediate,aggress,2023-11-30 04:42:50.764718
3d,7d,sb,intermediate,fold,2023-11-30 04:43:00.052497
Qd,5s,sb,intermediate,aggress,2023-11-30 04:43:03.113159
4c,8d,sb,intermediate,fold,2023-11-30 04:43:06.766578
5d,2h,bb,intermediate,fold,2023-11-30 04:43:08.568917
2s,Jh,sb,intermediate,fold,2023-11-30 04:43:10.795493
9c,7h,sb,intermediate,fold,2023-11-30 04:43:16.377576
Jc,8c,bb,intermediate,aggress,2023-11-30 04:43:21.243215
Qd,7c,sb,intermediate,aggress,2023-11-30 04:44:00.247242
2h,Qs,sb,intermediate,aggress,2023-11-30 04:44:34.365543
9s,Qd,sb,intermediate,aggress,2023-11-30 04:44:40.64093
8h,5h,sb,intermediate,fold,2023-11-30 04:45:03.88347
Qs,6s,sb,intermediate,aggress,2023-11-30 04:45:09.843301
Qh,8c,sb,intermediate,aggress,2023-11-30 04:45:15.519535
3d,9h,sb,intermediate,fold,2023-11-30 04:45:35.146122
8d,9c,bb,intermediate,fold,2023-11-30 04:45:36.909139
Jc,8c,sb,intermediate,aggress,2023-11-30 04:45:38.458398
3c,Kc,sb,intermediate,aggress,2023-11-30 04:45:56.636963
Kc,7d,sb,intermediate,aggress,2023-11-30 04:46:02.663133
8h,Qc,bb,intermediate,aggress,2023-11-30 04:46:04.825444
Jd,6c,sb,intermediate,aggress,2023-11-30 04:46:14.463872
Ah,3d,sb,intermediate,aggress,2023-11-30 04:46:31.44154
9c,4h,sb,intermediate,fold,2023-11-30 04:47:01.302874
Kd,4c,sb,intermediate,aggress,2023-11-30 04:47:14.977186
3d,Jd,bb,intermediate,aggress,2023-11-30 04:47:24.720914
8h,Qc,sb,intermediate,aggress,2023-11-30 04:47:34.258604
7h,Jd,bb,intermediate,aggress,2023-11-30 04:47:43.323706
7c,2h,sb,intermediate,fold,2023-11-30 04:47:52.549403
9d,8c,bb,intermediate,fold,2023-11-30 04:47:54.278101
8s,4d,sb,intermediate,fold,2023-11-30 04:47:55.852807
3d,2s,bb,intermediate,fold,2023-11-30 04:47:57.229059
3h,As,sb,intermediate,aggress,2023-11-30 04:47:58.855094
7s,6h,bb,intermediate,fold,2023-11-30 04:48:01.175964
3s,Th,sb,intermediate,fold,2023-11-30 04:48:13.835202
Js,2d,sb,intermediate,fold,2023-11-30 04:48:39.914935
2d,Js,bb,intermediate,fold,2023-11-30 04:48:42.474887
7h,Jd,sb,intermediate,aggress,2023-11-30 04:48:44.062509
9h,4h,bb,intermediate,fold,2023-11-30 04:48:58.115652
5h,Jh,sb,intermediate,aggress,2023-11-30 04:48:59.822378
Kh,4h,bb,intermediate,aggress,2023-11-30 04:49:05.389619
Kh,7d,sb,intermediate,aggress,2023-11-30 04:49:15.024271
3s,Kd,sb,intermediate,aggress,2023-11-30 04:49:42.658494
6c,Td,sb,intermediate,fold,2023-11-30 04:49:48.913478
Qd,Jh,sb,intermediate,aggress,2023-11-30 04:49:58.433353
Ah,7c,sb,intermediate,aggress,2023-11-30 04:50:10.028648
As,9s,sb,intermediate,aggress,2023-11-30 04:50:53.4666
Jc,5c,bb,intermediate,aggress,2023-11-30 04:51:21.44428
Qh,Kd,sb,intermediate,aggress,2023-11-30 04:51:43.840398
Qs,Tc,bb,intermediate,aggress,2023-11-30 04:51:46.044617
6s,Tc,sb,intermediate,aggress,2023-11-30 04:51:50.060218
9c,9s,sb,intermediate,aggress,2023-11-30 04:51:57.189449
3h,5c,sb,intermediate,fold,2023-11-30 04:52:18.492167
4s,Qh,sb,intermediate,aggress,2023-11-30 04:52:30.159754
Qc,4d,bb,intermediate,aggress,2023-11-30 04:52:32.260006
3d,9s,sb,intermediate,fold,2023-11-30 04:52:41.590505
Ac,5c,bb,intermediate,aggress,2023-11-30 04:52:43.357206
8c,2h,sb,intermediate,fold,2023-11-30 04:53:04.363678
8h,Ks,bb,intermediate,aggress,2023-11-30 04:53:05.899396
3h,Td,sb,intermediate,fold,2023-11-30 04:53:16.034155
3h,Tc,sb,intermediate,fold,2023-11-30 04:53:21.435214
Ah,3d,sb,intermediate,aggress,2023-11-30 04:53:34.61716
5s,7d,sb,intermediate,fold,2023-11-30 04:53:50.170972
8c,Kc,sb,intermediate,aggress,2023-11-30 04:53:55.880138
Js,7s,bb,intermediate,aggress,2023-11-30 04:53:57.568075
9h,Kc,sb,intermediate,aggress,2023-11-30 04:54:15.585365
6h,2c,sb,intermediate,fold,2023-11-30 04:54:21.649658
Th,Kd,bb,intermediate,aggress,2023-11-30 04:54:49.374141
9c,7c,sb,intermediate,fold,2023-11-30 04:54:59.44033
Ad,Js,sb,intermediate,aggress,2023-11-30 04:55:05.738567
7h,Ks,bb,intermediate,aggress,2023-11-30 04:55:07.869041
6c,7c,sb,intermediate,aggress,2023-11-30 04:55:12.489869
Jc,As,sb,intermediate,aggress,2023-11-30 04:55:29.154227
2c,3d,sb,intermediate,fold,2023-11-30 04:55:51.907262
Kd,Jd,bb,beginner,aggress,2023-11-30 04:59:21.922779
As,4d,sb,beginner,aggress,2023-11-30 05:00:36.780701
6c,Qs,sb,intermediate,aggress,2023-11-30 05:00:38.910035
Ac,Qh,sb,advanced,aggress,2023-11-30 05:00:41.978131
6h,Ts,sb,beginner,fold,2023-11-30 05:00:44.164756
6c,Kd,sb,beginner,aggress,2023-11-30 05:00:49.940388
6d,5d,sb,advanced,aggress,2023-11-30 05:00:58.582737
Jc,Qc,bb,beginner,aggress,2023-11-30 05:00:58.793758
Qs,7s,sb,advanced,aggress,2023-11-30 05:01:04.135185
4d,Td,sb,beginner,aggress,2023-11-30 05:01:07.455805
8h,Ad,bb,advanced,aggress,2023-11-30 05:01:15.621961
2h,Ah,sb,advanced,aggress,2023-11-30 05:01:21.723575
Jh,3s,sb,advanced,fold,2023-11-30 05:01:24.560297
7d,4c,bb,advanced,fold,2023-11-30 05:01:26.094081
4s,Ks,sb,beginner,aggress,2023-11-30 05:01:26.221543
2c,6c,sb,advanced,fold,2023-11-30 05:01:30.175471
7s,Jh,sb,beginner,aggress,2023-11-30 05:01:32.980883
Jd,6d,sb,advanced,aggress,2023-11-30 05:01:32.994782
2c,5d,bb,advanced,fold,2023-11-30 05:01:38.071084
9c,8d,bb,beginner,fold,2023-11-30 05:01:38.835801
6d,Kh,sb,beginner,aggress,2023-11-30 05:01:40.566443
4h,Kh,sb,advanced,fold,2023-11-30 05:01:49.418166
2h,Ad,sb,advanced,aggress,2023-11-30 05:01:50.199393
Qc,Js,bb,advanced,aggress,2023-11-30 05:01:52.240212
Kd,2c,bb,beginner,aggress,2023-11-30 05:01:52.946122
4s,8s,sb,advanced,fold,2023-11-30 05:02:01.632531
8h,9h,sb,beginner,aggress,2023-11-30 05:02:01.639767
6d,2s,sb,advanced,fold,2023-11-30 05:02:05.462522
6h,4s,bb,advanced,fold,2023-11-30 05:02:13.254356
2s,8h,sb,beginner,fold,2023-11-30 05:02:13.848661
As,Th,bb,beginner,aggress,2023-11-30 05:02:14.971321
Js,8d,bb,advanced,fold,2023-11-30 05:02:29.794805
7s,7c,sb,beginner,aggress,2023-11-30 05:02:33.414857
7d,Ac,sb,advanced,aggress,2023-11-30 05:02:34.008731
6c,7d,sb,beginner,fold,2023-11-30 05:02:36.013543
9h,5d,bb,intermediate,fold,2023-11-30 04:38:48.855766
9c,3c,sb,intermediate,fold,2023-11-30 04:38:56.150271
Jc,7d,bb,intermediate,aggress,2023-11-30 04:39:18.992926
2s,8d,sb,intermediate,fold,2023-11-30 04:40:16.675093
2h,5d,sb,intermediate,fold,2023-11-30 04:40:22.396608
As,5d,bb,intermediate,aggress,2023-11-30 04:40:24.758972
4d,3d,sb,intermediate,fold,2023-11-30 04:40:35.606703
6h,Ah,sb,intermediate,aggress,2023-11-30 04:40:42.079413
Qd,Jh,sb,intermediate,aggress,2023-11-30 04:40:48.024103
Jd,Ts,bb,intermediate,aggress,2023-11-30 04:41:21.639091
Td,Ks,sb,intermediate,aggress,2023-11-30 04:41:31.338037
9s,Qd,sb,intermediate,aggress,2023-11-30 04:42:41.213514
4d,Th,bb,intermediate,fold,2023-11-30 04:43:01.521209
6s,4h,bb,intermediate,fold,2023-11-30 04:43:05.061504
7d,2s,bb,intermediate,fold,2023-11-30 04:43:18.317573
8d,7s,sb,intermediate,fold,2023-11-30 04:43:19.635311
Jc,2c,sb,intermediate,aggress,2023-11-30 04:43:36.949876
3c,4c,sb,intermediate,fold,2023-11-30 04:43:42.995317
Kc,Jd,bb,intermediate,aggress,2023-11-30 04:43:44.715633
3s,4h,sb,intermediate,fold,2023-11-30 04:43:54.213589
Kd,8c,bb,intermediate,aggress,2023-11-30 04:44:45.42609
8c,4h,bb,intermediate,fold,2023-11-30 04:45:25.184449
9h,Qd,bb,intermediate,aggress,2023-11-30 04:45:47.327815
Kd,Ah,bb,intermediate,aggress,2023-11-30 04:46:33.996554
Qc,4d,sb,intermediate,aggress,2023-11-30 04:46:43.866276
Jc,6s,sb,intermediate,aggress,2023-11-30 04:46:49.500324
3c,Jd,bb,intermediate,aggress,2023-11-30 04:46:51.693534
Qc,9c,bb,intermediate,aggress,2023-11-30 04:47:05.216249
9s,Qd,sb,intermediate,aggress,2023-11-30 04:48:02.710708
Ah,9d,sb,intermediate,aggress,2023-11-30 04:48:08.319444
Js,7d,sb,intermediate,aggress,2023-11-30 04:48:19.892269
7s,Th,bb,intermediate,fold,2023-11-30 04:48:22.399937
8c,9h,sb,intermediate,fold,2023-11-30 04:48:24.302264
8h,6s,sb,intermediate,fold,2023-11-30 04:48:30.344273
Ad,Ts,bb,intermediate,aggress,2023-11-30 04:48:46.012461
Kc,Tc,sb,intermediate,aggress,2023-11-30 04:48:55.526156
9h,4h,bb,intermediate,fold,2023-11-30 04:49:01.928455
5c,Js,sb,intermediate,aggress,2023-11-30 04:49:03.530103
Js,3s,sb,intermediate,aggress,2023-11-30 04:49:30.568208
6h,3s,sb,intermediate,fold,2023-11-30 04:49:36.851094
Jd,6c,bb,intermediate,aggress,2023-11-30 04:50:00.548288
Qc,5s,bb,intermediate,aggress,2023-11-30 04:50:11.662675
8h,Ah,sb,intermediate,aggress,2023-11-30 04:50:20.648475
2s,Jc,sb,intermediate,fold,2023-11-30 04:50:28.463031
4h,4s,bb,intermediate,aggress,2023-11-30 04:50:30.722189
Qc,Ac,sb,intermediate,aggress,2023-11-30 04:50:40.061164
3c,Jd,sb,intermediate,aggress,2023-11-30 04:50:47.399645
Jh,5c,bb,intermediate,aggress,2023-11-30 04:50:57.271361
Ah,3h,sb,intermediate,aggress,2023-11-30 04:51:07.200333
5s,Th,bb,intermediate,fold,2023-11-30 04:51:17.02658
4d,7d,bb,intermediate,fold,2023-11-30 04:51:17.705158
4h,5d,sb,intermediate,fold,2023-11-30 04:51:19.374852
Kd,Th,sb,intermediate,aggress,2023-11-30 04:51:30.71236
Ts,9h,sb,intermediate,aggress,2023-11-30 04:52:12.661679
Qh,Qc,bb,intermediate,aggress,2023-11-30 04:52:20.246155
7s,6d,sb,intermediate,fold,2023-11-30 04:52:53.03364
Qd,Th,bb,intermediate,aggress,2023-11-30 04:52:54.995963
Ks,Ts,bb,intermediate,aggress,2023-11-30 04:53:23.477908
5h,3c,sb,intermediate,fold,2023-11-30 04:54:07.97158
5h,8h,bb,intermediate,fold,2023-11-30 04:54:13.865497
3c,9d,bb,intermediate,fold,2023-11-30 04:55:25.558108
5s,6s,bb,intermediate,aggress,2023-11-30 04:55:42.211957
6h,Jc,bb,intermediate,aggress,2023-11-30 04:55:57.140748
8c,As,sb,intermediate,aggress,2023-11-30 04:56:08.287082
Tc,2h,sb,intermediate,fold,2023-11-30 04:57:31.493008
Ah,As,sb,beginner,aggress,2023-11-30 04:59:32.800795
2h,5c,bb,beginner,fold,2023-11-30 04:59:36.284582
8c,9s,sb,beginner,fold,2023-11-30 04:59:44.486953
9s,Qs,bb,beginner,aggress,2023-11-30 04:59:47.108487
Th,Ad,sb,beginner,aggress,2023-11-30 05:00:25.650167
Ah,8c,bb,beginner,aggress,2023-11-30 05:00:28.265374
5c,Th,sb,advanced,fold,2023-11-30 05:00:29.952246
3d,Qh,sb,advanced,aggress,2023-11-30 05:00:35.599165
2s,2c,sb,advanced,aggress,2023-11-30 05:00:41.025504
Kc,3d,sb,advanced,aggress,2023-11-30 05:00:46.472791
9s,Qs,bb,advanced,aggress,2023-11-30 05:00:49.552859
Qd,Ah,bb,advanced,aggress,2023-11-30 05:01:05.330721
5d,8h,sb,beginner,fold,2023-11-30 05:01:20.33078
Jd,5d,sb,advanced,aggress,2023-11-30 05:01:27.543149
4c,Tc,bb,advanced,fold,2023-11-30 05:01:36.264677
2c,7c,sb,advanced,fold,2023-11-30 05:01:36.374426
Jd,Kd,sb,advanced,aggress,2023-11-30 05:01:37.674784
6c,8s,sb,advanced,fold,2023-11-30 05:01:40.241388
Jd,3c,bb,beginner,fold,2023-11-30 05:01:41.905048
4d,Qs,sb,beginner,aggress,2023-11-30 05:01:44.397202
2c,5d,bb,advanced,fold,2023-11-30 05:01:51.38827
Ts,9h,sb,advanced,fold,2023-11-30 05:01:53.627138
3c,2h,sb,advanced,fold,2023-11-30 05:01:59.558808
Td,2h,sb,advanced,fold,2023-11-30 05:02:06.924212
6s,5d,bb,advanced,fold,2023-11-30 05:02:07.677563
4d,Ks,sb,advanced,aggress,2023-11-30 05:02:10.110535
Qd,6s,bb,beginner,fold,2023-11-30 05:02:12.608414
8d,6h,sb,advanced,fold,2023-11-30 05:02:13.845866
Td,Ks,sb,advanced,aggress,2023-11-30 05:02:15.393937
3h,6s,sb,advanced,fold,2023-11-30 05:02:18.98364
9h,5c,bb,advanced,fold,2023-11-30 05:02:20.558912
2h,Jc,sb,advanced,fold,2023-11-30 05:02:21.423361
Jc,Kd,sb,advanced,aggress,2023-11-30 05:02:22.081166
9h,9d,sb,beginner,aggress,2023-11-30 05:02:23.425941
Jc,Ad,bb,advanced,aggress,2023-11-30 05:02:23.923776
Ad,As,sb,advanced,aggress,2023-11-30 05:02:27.50409
7c,3h,sb,advanced,fold,2023-11-30 05:02:31.071504
3h,9h,bb,beginner,fold,2023-11-30 05:02:32.183236
Qc,3d,bb,beginner,fold,2023-11-30 05:02:34.743977
5c,6d,sb,advanced,fold,2023-11-30 05:02:42.023318
Th,7s,sb,beginner,aggress,2023-11-30 05:02:46.215087
5c,2h,sb,advanced,fold,2023-11-30 05:02:50.106899
4d,Qh,sb,advanced,fold,2023-11-30 05:03:00.674737
9s,5h,sb,beginner,fold,2023-11-30 05:03:01.799379
8h,5h,bb,advanced,fold,2023-11-30 05:03:03.600686
4s,4d,sb,beginner,aggress,2023-11-30 05:03:04.206
5s,4s,sb,advanced,fold,2023-11-30 05:03:05.506284
8s,Jc,bb,advanced,fold,2023-11-30 05:03:16.607567
4c,Ks,sb,advanced,fold,2023-11-30 05:03:18.458494
2h,2d,sb,advanced,aggress,2023-11-30 05:03:20.853461
4s,9h,sb,advanced,fold,2023-11-30 05:03:21.076609
Td,3h,sb,beginner,fold,2023-11-30 05:03:21.34861
9d,6s,bb,advanced,fold,2023-11-30 05:03:23.665317
Kh,9h,sb,advanced,aggress,2023-11-30 05:03:26.296728
5c,5s,bb,beginner,aggress,2023-11-30 05:03:28.907259
8d,9c,sb,advanced,fold,2023-11-30 05:03:34.918653
Ks,Qs,sb,advanced,aggress,2023-11-30 05:03:39.007146
Qd,Ac,sb,beginner,aggress,2023-11-30 05:03:49.706851
9d,5h,bb,advanced,fold,2023-11-30 05:03:51.299659
Jd,8s,bb,beginner,aggress,2023-11-30 05:02:36.971605
Kd,7s,sb,advanced,aggress,2023-11-30 05:02:37.00883
As,9h,bb,advanced,aggress,2023-11-30 05:02:38.904993
Qh,Qs,sb,advanced,aggress,2023-11-30 05:02:47.076246
Tc,3d,sb,advanced,fold,2023-11-30 05:02:48.021162
Ts,2s,bb,advanced,fold,2023-11-30 05:02:48.702779
9c,Tc,sb,advanced,aggress,2023-11-30 05:02:54.116048
Jd,3s,bb,beginner,fold,2023-11-30 05:02:54.932333
Kh,As,sb,advanced,aggress,2023-11-30 05:02:55.270789
Kc,3h,sb,beginner,aggress,2023-11-30 05:02:56.756216
4h,Js,bb,beginner,fold,2023-11-30 05:03:03.031967
Ks,6h,sb,advanced,aggress,2023-11-30 05:03:06.272928
4s,Kd,sb,advanced,fold,2023-11-30 05:03:11.224874
4d,Ks,bb,beginner,aggress,2023-11-30 05:03:12.750267
Th,Td,bb,advanced,aggress,2023-11-30 05:03:13.52462
3c,Jd,bb,advanced,fold,2023-11-30 05:03:19.794657
6d,3c,sb,advanced,fold,2023-11-30 05:03:25.280284
3h,7h,sb,beginner,aggress,2023-11-30 05:03:26.470328
Jh,Qs,sb,beginner,aggress,2023-11-30 05:03:37.454293
Ad,5s,sb,advanced,aggress,2023-11-30 05:03:42.814988
5c,Jh,bb,advanced,fold,2023-11-30 05:03:48.082524
5d,6s,sb,advanced,aggress,2023-11-30 05:03:49.74432
8s,2d,bb,advanced,fold,2023-11-30 05:03:51.16139
Ts,5d,bb,beginner,fold,2023-11-30 05:03:58.130251
Tc,2c,sb,beginner,fold,2023-11-30 05:03:59.49967
9c,8s,sb,advanced,fold,2023-11-30 05:03:59.801227
6d,6h,bb,advanced,aggress,2023-11-30 05:04:02.486996
8h,Jh,bb,advanced,aggress,2023-11-30 05:04:02.976027
2s,8h,sb,beginner,fold,2023-11-30 05:04:04.856322
Qd,5c,bb,beginner,fold,2023-11-30 05:04:13.214138
Kh,Ad,sb,beginner,aggress,2023-11-30 05:04:14.280745
8c,Qh,sb,advanced,aggress,2023-11-30 05:04:14.532291
8c,Js,sb,advanced,aggress,2023-11-30 05:04:24.713973
8d,Kh,sb,beginner,aggress,2023-11-30 05:04:30.122886
7h,Qd,bb,beginner,aggress,2023-11-30 05:04:33.156314
7c,6d,sb,advanced,fold,2023-11-30 05:04:41.836841
4c,Kc,sb,advanced,aggress,2023-11-30 05:04:43.134671
5s,Kc,sb,advanced,aggress,2023-11-30 05:04:45.484367
9c,2d,sb,beginner,fold,2023-11-30 05:04:47.1374
2c,6c,sb,advanced,fold,2023-11-30 05:04:48.858515
2d,Ad,sb,beginner,aggress,2023-11-30 05:05:06.510247
Ac,6s,sb,advanced,aggress,2023-11-30 05:05:07.114649
Qd,8d,bb,beginner,aggress,2023-11-30 05:05:08.338671
5h,6d,bb,advanced,fold,2023-11-30 05:05:14.050242
Ah,7s,sb,beginner,aggress,2023-11-30 05:05:16.747471
3h,Kd,sb,advanced,fold,2023-11-30 05:05:17.788017
Jh,9c,sb,beginner,aggress,2023-11-30 05:05:21.732669
Tc,Ac,sb,advanced,aggress,2023-11-30 05:05:23.174727
Qc,4h,sb,advanced,aggress,2023-11-30 05:05:23.562621
3c,9s,bb,advanced,fold,2023-11-30 05:05:25.99275
Qc,3c,bb,advanced,fold,2023-11-30 05:05:26.359122
5h,Qs,sb,beginner,fold,2023-11-30 05:05:34.645869
7d,2h,bb,beginner,fold,2023-11-30 05:05:35.746894
8h,4c,sb,advanced,fold,2023-11-30 05:05:43.55928
Tc,7s,bb,advanced,fold,2023-11-30 05:05:45.616484
4s,8s,sb,advanced,fold,2023-11-30 05:05:47.68111
9s,7h,sb,advanced,fold,2023-11-30 05:05:50.45767
7c,6h,sb,advanced,aggress,2023-11-30 05:05:53.139984
Kc,Qh,sb,advanced,aggress,2023-11-30 05:05:58.394221
Kc,2s,bb,beginner,aggress,2023-11-30 05:06:07.797178
8s,4s,bb,advanced,fold,2023-11-30 05:06:07.808766
Qc,8h,bb,advanced,aggress,2023-11-30 05:06:10.986397
7c,Jc,bb,beginner,aggress,2023-11-30 05:06:17.463383
3d,9h,sb,beginner,fold,2023-11-30 05:06:25.856961
6d,5s,sb,advanced,fold,2023-11-30 05:06:25.867987
4c,Ts,bb,advanced,fold,2023-11-30 05:06:27.68883
Ah,Ac,sb,beginner,aggress,2023-11-30 05:06:29.189898
8d,3h,sb,advanced,fold,2023-11-30 05:06:29.4008
4d,Jd,bb,advanced,fold,2023-11-30 05:06:30.314593
2h,4s,sb,beginner,fold,2023-11-30 05:06:34.177655
8h,8c,sb,advanced,aggress,2023-11-30 05:06:42.895925
As,Ac,sb,advanced,aggress,2023-11-30 05:06:48.335004
Ad,8c,bb,beginner,aggress,2023-11-30 05:06:49.834294
9s,4d,bb,advanced,fold,2023-11-30 05:06:50.846986
6d,6c,sb,advanced,aggress,2023-11-30 05:06:51.918784
8h,Qs,sb,advanced,aggress,2023-11-30 05:06:52.515607
Jc,7d,bb,advanced,fold,2023-11-30 05:06:54.32212
9s,As,sb,advanced,aggress,2023-11-30 05:06:57.082056
Jc,3h,sb,beginner,fold,2023-11-30 05:06:58.12918
5c,2d,sb,advanced,fold,2023-11-30 05:06:59.0107
Js,Td,sb,advanced,aggress,2023-11-30 05:07:09.878006
6d,Th,bb,advanced,fold,2023-11-30 05:07:11.900695
Td,3d,sb,advanced,fold,2023-11-30 05:07:16.505528
7c,9d,bb,advanced,fold,2023-11-30 05:07:20.440965
8h,4h,sb,advanced,aggress,2023-11-30 05:07:29.178061
2s,4d,bb,advanced,fold,2023-11-30 05:07:30.470638
2c,7h,sb,advanced,fold,2023-11-30 05:07:38.179482
Kc,Ah,bb,advanced,aggress,2023-11-30 05:07:39.8192
8s,Kh,sb,advanced,aggress,2023-11-30 05:07:48.761335
8c,7d,sb,advanced,aggress,2023-11-30 05:07:48.957641
3d,8h,sb,advanced,fold,2023-11-30 05:07:53.755182
Ad,9c,bb,advanced,aggress,2023-11-30 05:07:54.825165
Kh,7c,sb,advanced,aggress,2023-11-30 05:08:04.04616
9c,7d,sb,advanced,aggress,2023-11-30 05:08:07.474576
Qs,2d,bb,advanced,fold,2023-11-30 06:19:06.214472
Jd,Tc,sb,advanced,aggress,2023-11-30 06:19:33.179416
Td,6h,bb,advanced,fold,2023-11-30 06:19:35.288605
2d,9s,bb,advanced,fold,2023-11-30 06:19:41.785457
2h,4s,sb,advanced,fold,2023-11-30 06:19:43.138163
Jh,2d,bb,advanced,fold,2023-11-30 06:19:44.732424
9h,Ah,sb,advanced,aggress,2023-11-30 06:19:45.945739
Jh,8h,sb,advanced,aggress,2023-11-30 06:19:57.830652
Ks,3s,sb,advanced,aggress,2023-11-30 06:20:00.489251
5c,7d,bb,advanced,fold,2023-11-30 06:20:24.72886
Qh,Ah,sb,advanced,aggress,2023-11-30 06:20:31.29677
7c,3d,bb,advanced,fold,2023-11-30 06:21:09.228228
8h,4c,sb,advanced,fold,2023-11-30 06:21:10.649315
5h,Ks,bb,advanced,aggress,2023-11-30 06:21:12.172181
9c,Ac,sb,advanced,aggress,2023-11-30 06:21:20.702544
3s,Ts,bb,advanced,fold,2023-11-30 06:21:22.807996
Ad,7h,bb,advanced,aggress,2023-11-30 06:21:32.837089
8d,Td,bb,advanced,aggress,2023-11-30 06:21:48.982393
3c,9s,bb,advanced,fold,2023-11-30 06:21:59.672663
7h,5c,sb,advanced,fold,2023-11-30 06:22:00.702059
